fighter1,fighter2,win,reach_diff,height_diff,age_diff,slpm_diff,td_avg_diff,strike_acc_diff,td_acc_diff,sapm_diff,td_def_diff,strike_def_diff,sub_avg_diff,total_wins_diff,total_losses_diff,total_draws_diff,ufc_wins_diff,ufc_losses_diff,ufc_nc_diff
TJ Dillashaw,Walel Watson,1,-8.0,-12.699999999999989,1.5633127994524298,2.9899999999999998,1.56,12.0,30.0,-0.31999999999999984,16.0,19.0,-0.5999999999999999,4.0,-5.0,0.0,0.0,0.0,14.0
Stipe Miocic,Philip De Fries,1,1.0,-2.539999999999992,-3.671457905544148,2.5200000000000005,-1.43,6.0,-8.0,0.8199999999999998,-32.0,17.0,-0.6,8.0,-2.0,0.0,0.0,0.0,13.0
Aaron Simpson,Ronny Markes,0,-2.0,-2.539999999999992,-13.754962354551678,1.4300000000000002,0.6499999999999999,-1.0,-6.0,0.09999999999999964,-17.0,11.0,0.0,-5.0,0.0,0.0,0.0,0.0,6.0
Stefan Struve,Dave Herman,1,7.0,17.78,3.375770020533881,-1.8600000000000003,-0.9299999999999999,-13.0,-54.0,0.26000000000000023,-3.0,-2.0,1.7,11.0,7.0,0.0,0.0,0.0,19.0
Diego Sanchez,Jake Ellenberger,0,1.0,2.5400000000000205,-3.238877481177276,0.21999999999999975,-0.53,-2.0,-23.0,0.18999999999999995,-40.0,-4.0,0.4,0.0,-2.0,0.0,0.0,0.0,11.0
Michael Kuiper,Rafael Natal,0,-4.0,0.0,6.450376454483231,0.17999999999999972,-0.25,7.0,21.0,1.1400000000000001,2.0,-3.0,-0.5,-6.0,-4.0,-1.0,0.0,0.0,-13.0
Matthew Riddle,Henry Martinez,1,7.0,15.23999999999998,2.439425051334702,0.21999999999999975,3.51,17.0,50.0,-1.2699999999999996,9.0,-6.0,0.5,-1.0,-1.0,0.0,0.0,0.0,9.0
Chris Cope,Matt Brown,0,-3.0,0.0,2.1464750171115674,0.20000000000000018,-1.68,-29.0,-46.0,1.9000000000000004,17.0,-5.0,-1.3,-18.0,-15.0,0.0,0.0,0.0,-27.0
Edwin Figueroa,Alex Caceres,1,-4.0,-7.6200000000000045,-3.887748117727584,-1.5900000000000003,-0.36000000000000004,-11.0,32.0,0.1299999999999999,-27.0,-12.0,-0.09999999999999998,-12.0,-9.0,0.0,0.0,0.0,-23.0
Dustin Poirier,Max Holloway,1,3.0,-5.0800000000000125,-2.8720054757015743,-1.6799999999999997,1.09,3.0,-17.0,-0.4500000000000002,-21.0,-6.0,0.8999999999999999,4.0,1.0,0.0,0.0,0.0,1.0
Ed Herman,Clifford Starks,1,-1.0,2.539999999999992,-0.5612594113620808,1.37,0.020000000000000018,15.0,-53.0,1.2199999999999998,-1.0,-16.0,1.0,14.0,13.0,0.0,0.0,0.0,23.0
Renan Barao,Scott Jorgensen,1,4.0,2.5400000000000205,4.372347707049966,0.4099999999999997,-1.1199999999999999,-4.0,-4.0,0.48999999999999977,32.0,-8.0,-0.19999999999999996,19.0,-3.0,0.0,0.0,0.0,5.0
Josh Koscheck,Mike Pierce,1,2.0,5.0800000000000125,-2.754277891854894,-0.8300000000000001,-0.6200000000000001,-6.0,6.0,-0.08999999999999986,-7.0,1.0,0.2,0.0,4.0,0.0,0.0,0.0,11.0
Roy Nelson,Fabricio Werdum,0,-4.0,-10.159999999999997,-1.108829568788501,-1.4099999999999997,-0.6100000000000001,-16.0,-4.0,2.15,34.0,-9.0,-1.0999999999999999,-2.0,5.0,-1.0,0.0,0.0,1.0
Nick Diaz,Carlos Condit,0,1.0,-2.5400000000000205,-0.7337440109514032,2.05,0.6900000000000001,3.0,-14.0,1.17,22.0,4.0,0.0,-6.0,-4.0,0.0,0.0,0.0,-4.0
Joey Beltran,Lavar Johnson,0,-7.0,-7.6200000000000045,4.492813141683778,-0.46999999999999975,-0.13,-19.0,-48.0,2.7299999999999995,21.0,-1.0,-0.6,-1.0,4.0,0.0,0.0,0.0,6.0
Shane Roller,Michael Johnson,0,-1.0,0.0,-6.891170431211499,-2.24,2.0,-5.0,-5.0,-1.2600000000000002,-38.0,2.0,1.7999999999999998,-11.0,-12.0,0.0,0.0,0.0,-22.0
Cub Swanson,George Roop,1,-2.0,-12.699999999999989,1.9767282683093772,1.27,0.040000000000000036,16.0,-5.0,1.3699999999999997,2.0,-1.0,0.30000000000000004,14.0,0.0,-1.0,0.0,0.0,10.0
Evan Dunham,Nik Lentz,1,2.0,5.0800000000000125,-2.652977412731006,1.8900000000000001,-1.4799999999999998,-8.0,1.0,0.29000000000000004,36.0,11.0,-0.19999999999999996,-12.0,-3.0,-1.0,0.0,0.0,-4.0
Chris Weidman,Demian Maia,1,6.0,2.5400000000000205,6.611909650924025,1.18,1.1099999999999999,0.0,19.0,1.2000000000000002,4.0,-13.0,-0.19999999999999996,-13.0,-4.0,0.0,0.0,0.0,-15.0
Chael Sonnen,Michael Bisping,1,-2.0,0.0,-1.9055441478439425,-1.25,2.76,5.0,16.0,-1.6099999999999999,3.0,-3.0,0.10000000000000003,-1.0,6.0,1.0,0.0,0.0,-15.0
Rashad Evans,Phil Davis,1,-4.0,-5.0800000000000125,-5.002053388090349,-0.71,-0.010000000000000231,3.0,6.0,1.0899999999999999,1.0,-9.0,-0.6,2.0,4.0,1.0,0.0,0.0,10.0
Daniel Roberts,Charlie Brenneman,0,4.0,0.0,-0.5147159479808351,-0.79,-1.7700000000000005,-36.0,2.0,0.72,-32.0,0.0,2.5,-4.0,-1.0,0.0,0.0,0.0,-4.0
Khabib Nurmagomedov,Kamal Shalorus,1,2.0,5.0800000000000125,16.06570841889117,1.0399999999999996,3.2500000000000004,16.0,-2.0,-1.2400000000000002,4.0,-5.0,0.8,20.0,-5.0,-2.0,0.0,0.0,10.0
Jorge Rivera,Eric Schafer,1,-3.0,-5.0800000000000125,-5.560574948665297,1.2700000000000002,-0.9700000000000001,14.0,14.0,-0.7399999999999998,13.0,-2.0,-1.7,6.0,1.0,-2.0,0.0,0.0,6.0
Pat Barry,Christian Morecraft,1,-7.0,-17.78,-7.173169062286106,-0.09999999999999964,-3.26,18.0,-66.0,1.08,26.0,13.0,-2.0,0.0,4.0,0.0,0.0,0.0,8.0
Mike Easton,Jared Papazian,1,3.0,-5.079999999999984,-4.0191649555099245,0.17999999999999972,0.75,-2.0,22.0,0.4700000000000002,16.0,17.0,0.0,-7.0,-7.0,0.0,0.0,0.0,4.0
Duane Ludwig,Josh Neer,0,-2.0,-2.539999999999992,-4.635181382614648,1.33,-0.6600000000000001,-2.0,-9.0,-0.5800000000000001,13.0,-1.0,-1.2,-15.0,-2.0,-1.0,0.0,0.0,-6.0
Jim Miller,Melvin Guillard,1,0.0,-2.539999999999992,0.4188911704312115,-0.10000000000000009,0.26,1.0,-20.0,1.23,-13.0,-8.0,1.6,4.0,-1.0,-2.0,0.0,0.0,20.0
Ricardo Funch,Mike Pyle,0,0.0,-5.079999999999984,4.906228610540725,-0.13000000000000034,-0.56,20.0,-17.0,0.73,-10.0,-20.0,-1.5,-18.0,-8.0,-1.0,0.0,0.0,-15.0
Iuri Alcantara,Michihiro Omigawa,1,3.0,7.619999999999976,4.6269678302532515,0.7100000000000004,0.25,6.0,26.0,-0.27,11.0,-15.0,-0.7,18.0,-4.0,-1.0,0.0,0.0,11.0
Sam Stout,Thiago Tavares,0,0.0,5.079999999999984,-0.5448323066392882,2.17,-3.2,-12.0,-4.0,1.77,15.0,-5.0,-1.4,-1.0,5.0,0.0,0.0,0.0,2.0
Terry Etim,Edson Barboza,0,-2.0,5.079999999999984,-0.02737850787132101,-2.0199999999999996,-0.04999999999999999,-10.0,-20.0,-1.81,-36.0,10.0,1.2999999999999998,-8.0,-6.0,0.0,0.0,0.0,-18.0
Carlo Prater,Erick Silva,1,-2.0,-2.539999999999992,-2.9897330595482545,-0.4700000000000002,-0.42,-1.0,-26.0,-0.10999999999999943,1.0,-14.0,0.30000000000000004,12.0,9.0,1.0,0.0,0.0,-12.0
Mike Massenzio,Rousimar Palhares,0,2.0,15.240000000000009,2.6803559206023273,0.33000000000000007,-1.19,-6.0,-21.0,1.5499999999999998,50.0,-5.0,-2.6999999999999997,-6.0,1.0,0.0,0.0,0.0,-5.0
Vitor Belfort,Anthony Johnson,1,-4.0,-5.0800000000000125,-6.929500342231348,-1.66,-1.4100000000000001,-1.0,3.0,1.0,-24.0,-10.0,0.0,4.0,8.0,0.0,0.0,0.0,7.0
Chad Mendes,Jose Aldo,0,-4.0,-2.539999999999992,-1.3579739904175223,-0.79,3.6399999999999997,3.0,1.0,-1.3900000000000001,9.0,7.0,0.19999999999999998,-13.0,-3.0,0.0,0.0,0.0,-6.0
Efrain Escudero,Jacob Volkmann,0,0.0,0.0,5.360711841204655,1.73,-1.88,10.0,-8.0,0.5199999999999998,14.0,11.0,-1.2,9.0,5.0,0.0,0.0,0.0,2.0
Sean Pierson,Dong Hyun Kim,0,0.0,-5.0800000000000125,-5.689253935660506,1.7199999999999998,-2.54,-10.0,-25.0,1.84,-5.0,6.0,-0.19999999999999996,-8.0,2.0,-1.0,0.0,0.0,-12.0
Danny Castillo,Anthony Njokuani,1,-4.0,-10.159999999999997,-0.5174537987679672,-1.37,2.45,-4.0,-7.0,-0.4500000000000002,10.0,-3.0,0.0,1.0,-2.0,0.0,0.0,0.0,6.0
Ross Pearson,Junior Assuncao,1,-3.0,-2.539999999999992,3.2580424366872007,0.3700000000000001,-1.6900000000000002,-22.0,11.0,2.03,9.0,18.0,-0.7,4.0,10.0,0.0,0.0,0.0,21.0
Nam Phan,Jimy Hettes,0,-1.0,-7.619999999999976,-4.240930869267625,1.0499999999999994,-5.0200000000000005,-20.0,-26.0,3.05,-1.0,2.0,-1.2,10.0,14.0,0.0,0.0,0.0,2.0
Vladimir Matyushenko,Alexander Gustafsson,0,-5.0,-12.699999999999989,-16.030116358658454,-2.1300000000000003,1.72,4.0,7.0,-1.9099999999999997,-13.0,8.0,-0.30000000000000004,9.0,0.0,0.0,0.0,0.0,-6.0
Johny Hendricks,Jon Fitch,1,-5.0,-7.6200000000000045,5.546885694729637,0.8800000000000003,0.22999999999999998,-5.0,-5.0,2.3400000000000003,7.0,-1.0,-0.5,-12.0,1.0,-1.0,0.0,0.0,3.0
Nate Diaz,Donald Cerrone,1,3.0,-2.539999999999992,2.0506502395619437,0.16000000000000014,-0.10999999999999988,-1.0,-3.0,-0.7100000000000004,-32.0,-1.0,0.10000000000000009,-14.0,-4.0,0.0,0.0,0.0,-11.0
Brock Lesnar,Alistair Overeem,0,1.0,-2.539999999999992,-2.847364818617385,-0.14000000000000012,2.48,8.0,0.0,-0.33000000000000007,-13.0,-7.0,-0.30000000000000004,-42.0,-16.0,0.0,0.0,0.0,-12.0
Rich Attonito,Jake Hecht,0,-1.0,-5.079999999999984,-6.650239561943874,-0.98,-1.3,0.0,0.0,-0.6299999999999999,35.0,3.0,0.0,-1.0,1.0,0.0,0.0,0.0,2.0
Mark Bocek,Nik Lentz,1,7.0,0.0,-2.8035592060232717,-1.1,0.3500000000000001,-4.0,4.0,-0.9300000000000002,-12.0,10.0,0.10000000000000009,-18.0,-7.0,-2.0,0.0,0.0,-12.0
Yves Jabouin,Walel Watson,1,-7.0,-10.159999999999997,-5.130732375085558,0.96,1.94,12.0,60.0,-0.8599999999999999,21.0,19.0,-1.2999999999999998,6.0,1.0,0.0,0.0,0.0,6.0
Dennis Hallman,John Makdessi,1,4.0,2.539999999999992,-9.418206707734429,-4.3999999999999995,1.79,-5.0,30.0,-2.1900000000000004,-61.0,-25.0,2.1,35.0,11.0,2.0,0.0,0.0,-11.0
Jared Hamman,Constantinos Philippou,0,2.0,10.159999999999997,2.269678302532512,2.9600000000000004,1.17,7.0,4.0,1.2000000000000002,-35.0,1.0,-0.3,1.0,1.0,0.0,0.0,0.0,-3.0
Igor Pokrajac,Krzysztof Soszynski,1,-3.0,-2.539999999999992,1.4182067077344285,-1.12,0.35,6.0,4.0,1.13,-20.0,-18.0,-0.8,2.0,1.0,-1.0,0.0,0.0,4.0
Chan Sung Jung,Mark Hominick,1,4.0,-2.539999999999992,4.65160848733744,-0.1499999999999999,0.44999999999999996,-1.0,-22.0,0.33999999999999986,1.0,-17.0,-0.30000000000000004,-3.0,-4.0,0.0,0.0,0.0,5.0
Claude Patrick,Brian Ebersole,0,2.0,-2.539999999999992,-0.4544832306639288,-0.5199999999999998,0.6199999999999999,6.0,30.0,-1.25,23.0,13.0,1.5999999999999999,-37.0,-16.0,-1.0,0.0,0.0,-4.0
Tito Ortiz,Rogerio Nogueira,0,-1.0,2.539999999999992,-1.3579739904175223,0.1599999999999997,1.83,11.0,-9.0,0.54,-8.0,1.0,-0.20000000000000007,-4.0,2.0,1.0,0.0,0.0,14.0
Frank Mir,Antonio Rodrigo Nogueira,1,2.0,0.0,2.973305954825462,0.2300000000000002,0.72,5.0,11.0,1.44,18.0,-17.0,-0.3999999999999999,-16.0,1.0,-1.0,0.0,0.0,16.0
Lyoto Machida,Jon Jones,0,-10.0,-7.6200000000000045,-9.136208076659821,-1.7000000000000002,-0.72,-4.0,20.0,-0.6500000000000001,-20.0,-3.0,-0.09999999999999998,-3.0,7.0,0.0,0.0,0.0,1.0
John Albert,Dustin Pague,1,-6.0,-2.539999999999992,-0.810403832991102,1.4,-1.03,-4.0,-44.0,-0.14000000000000012,-5.0,-6.0,3.4999999999999996,-6.0,-6.0,0.0,0.0,0.0,-1.0
Johnny Bedford,Louis Gaudinot,1,8.0,17.78,-1.6427104722792607,2.1900000000000004,1.2600000000000002,13.0,22.0,-4.67,31.0,15.0,-1.1,13.0,9.0,1.0,0.0,0.0,1.0
Tony Ferguson,Yves Edwards,1,3.0,5.0800000000000125,7.367556468172484,2.0700000000000003,-0.34,3.0,-18.0,1.92,-3.0,-10.0,0.20000000000000007,-16.0,-13.0,-1.0,0.0,0.0,1.0
John Dodson,TJ Dillashaw,1,-1.0,-7.6200000000000045,-1.3661875427789185,-1.8899999999999997,-0.8500000000000001,-1.0,-2.0,0.10999999999999988,5.0,-1.0,-0.8,4.0,7.0,0.0,0.0,0.0,-1.0
Diego Brandao,Dennis Bermudez,1,-2.0,2.539999999999992,0.4517453798767967,-1.48,-0.6800000000000002,1.0,28.0,0.31000000000000005,-2.0,3.0,-0.5000000000000001,5.0,2.0,0.0,0.0,0.0,-7.0
Matt Brown,Seth Baczynski,0,0.0,-7.6200000000000045,-0.7912388774811773,0.6799999999999997,0.7899999999999999,24.0,30.0,-0.2200000000000002,15.0,4.0,0.5,6.0,5.0,0.0,0.0,0.0,19.0
Miguel Torres,Nick Pace,1,8.0,5.079999999999984,-6.242299794661191,2.5,-2.52,9.0,-43.0,-1.28,-37.0,17.0,1.1,36.0,6.0,0.0,0.0,0.0,1.0
Gleison Tibau,Rafael Dos Anjos,1,1.0,5.0800000000000125,-1.054072553045859,-1.57,2.0700000000000003,-16.0,18.0,-0.6800000000000002,36.0,3.0,0.20000000000000007,1.0,-1.0,0.0,0.0,0.0,-6.0
Chris Weidman,Tom Lawlor,1,4.0,5.0800000000000125,1.0924024640657084,0.48,1.1400000000000001,1.0,11.0,0.8599999999999999,8.0,-10.0,-0.5999999999999999,5.0,1.0,0.0,0.0,0.0,7.0
Ryan Bader,Jason Brilz,1,3.0,7.6200000000000045,7.917864476386037,0.1599999999999997,1.0,3.0,19.0,-0.3900000000000001,55.0,6.0,-0.9,1.0,-1.0,-1.0,0.0,0.0,13.0
Stephan Bonnar,Kyle Kingsbury,1,0.0,0.0,-4.963723477070499,-0.2100000000000004,-1.32,-2.0,-1.0,-0.8000000000000003,8.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,6.0
Martin Kampmann,Rick Story,1,1.0,7.6200000000000045,-2.3655030800821355,-0.5799999999999996,-0.6699999999999997,1.0,-7.0,1.1099999999999999,15.0,0.0,1.1,1.0,-2.0,0.0,0.0,0.0,-2.0
Brian Bowles,Urijah Faber,0,3.0,2.539999999999992,1.108829568788501,-0.29000000000000004,-0.15000000000000013,-14.0,40.0,0.3900000000000001,-4.0,0.0,0.5999999999999999,-25.0,-8.0,0.0,0.0,0.0,-14.0
Wanderlei Silva,Cung Le,1,4.0,5.0800000000000125,4.1067761806981515,-1.5700000000000003,-0.40000000000000013,-8.0,-18.0,-0.79,-26.0,-6.0,0.3,26.0,10.0,1.0,0.0,0.0,8.0
Mauricio Rua,Dan Henderson,0,2.0,5.079999999999984,11.255304585900069,1.13,0.48999999999999977,3.0,-4.0,0.08999999999999986,-8.0,3.0,0.39999999999999997,-5.0,-1.0,1.0,0.0,0.0,6.0
Sean Pierson,Jake Hecht,1,3.0,0.0,-7.917864476386037,0.5800000000000001,-1.65,-8.0,-19.0,0.9700000000000002,26.0,8.0,0.4,3.0,2.0,0.0,0.0,0.0,3.0
Ken Stone,Dustin Pague,1,-3.0,-2.539999999999992,-4.824093086926762,2.2,0.20999999999999996,-4.0,-11.0,-0.06000000000000005,5.0,7.0,-2.0,-1.0,-7.0,0.0,0.0,0.0,-2.0
Raphael Assuncao,Issei Tamura,1,3.0,0.0,-1.648186173853525,1.3300000000000003,0.7299999999999999,-11.0,14.0,-2.08,45.0,22.0,0.2,18.0,2.0,0.0,0.0,0.0,16.0
Anton Kuivanen,Mitch Clarke,1,-1.0,-5.0800000000000125,-1.566050650239562,-0.08000000000000007,0.5599999999999999,4.0,85.0,-1.6400000000000001,21.0,20.0,0.0,13.0,5.0,0.0,0.0,0.0,-4.0
Kyle Noke,Charlie Brenneman,1,6.0,7.619999999999976,-0.8980150581793293,1.71,-2.7,-6.0,12.0,0.5399999999999998,-6.0,18.0,0.8,3.0,2.0,1.0,0.0,0.0,1.0
Robert Peralta,Jason Young,1,-2.0,-2.539999999999992,-0.29021218343600275,0.7899999999999996,-1.3900000000000001,7.0,0.0,-0.22999999999999998,10.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0
Darren Uyenoyama,Phil Harris,1,0.0,5.0800000000000125,-3.887748117727584,-0.9999999999999998,-0.3400000000000001,13.0,12.0,-0.9500000000000002,-25.0,-2.0,0.7,-12.0,-6.0,0.0,0.0,0.0,-1.0
Reza Madadi,Cristiano Marcello,0,1.0,5.0800000000000125,0.5448323066392882,-0.050000000000000266,2.73,13.0,22.0,-0.2999999999999998,69.0,8.0,-0.4,1.0,0.0,0.0,0.0,0.0,3.0
Steven Siler,Darren Elkins,0,-1.0,2.539999999999992,2.751540041067762,-0.22999999999999998,-2.38,3.0,-14.0,-0.31000000000000005,-1.0,2.0,0.5,1.0,5.0,0.0,0.0,0.0,-19.0
John Albert,Scott Jorgensen,0,2.0,7.6200000000000045,4.071184120465435,-0.3200000000000003,-2.61,9.0,-45.0,-0.5900000000000003,-9.0,-30.0,5.3999999999999995,-9.0,-7.0,0.0,0.0,0.0,-7.0
Tim Elliott,Jared Papazian,1,-1.0,-2.539999999999992,-1.106091718001369,0.08000000000000007,3.73,5.0,47.0,-1.1400000000000001,9.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0
Hugo Viana,Reuben Duran,1,-4.0,-2.539999999999992,-0.7638603696098563,-0.14000000000000012,-0.76,-11.0,-17.0,0.5900000000000003,25.0,7.0,-0.7,-3.0,-3.0,-1.0,0.0,0.0,2.0
TJ Waldburger,Nick Catone,1,3.0,-2.539999999999992,6.647501711156742,-0.08999999999999986,-0.6800000000000002,7.0,2.0,0.07000000000000028,-43.0,-23.0,4.3,6.0,5.0,0.0,0.0,0.0,0.0
Vinc Pichel,Rustam Khabilov,0,-1.0,5.0800000000000125,-3.9479808350444903,1.58,-0.9500000000000002,13.0,13.0,0.33999999999999986,-38.0,-7.0,0.1,-10.0,-1.0,0.0,0.0,0.0,-3.0
Mike Pyle,James Head,1,1.0,-2.539999999999992,-8.394250513347023,-0.009999999999999787,1.3900000000000001,-3.0,-65.0,-0.27,4.0,11.0,0.7,18.0,10.0,1.0,0.0,0.0,14.0
Dustin Poirier,Jonathan Brookins,1,-2.0,-7.6200000000000045,3.436002737850787,2.8000000000000003,-0.5799999999999998,11.0,19.0,0.6699999999999999,-17.0,-3.0,0.8999999999999999,13.0,-2.0,0.0,0.0,0.0,24.0
Mike Ricci,Colton Smith,0,5.0,0.0,-1.4072553045859,0.16000000000000014,-3.42,-9.0,64.0,-0.6599999999999999,29.0,14.0,-1.4,4.0,1.0,0.0,0.0,0.0,-1.0
Matt Mitrione,Roy Nelson,0,9.0,7.6200000000000045,2.0670773442847366,1.3699999999999997,-1.14,14.0,-27.0,-2.0,-10.0,18.0,0.6,-10.0,-9.0,0.0,0.0,0.0,-5.0
Brendan Loughnane,Mike Wilkinson,0,4.0,7.6200000000000045,2.223134839151266,3.8800000000000003,0.58,25.0,16.0,3.0,37.0,18.0,-0.9,8.0,-1.0,0.0,0.0,0.0,-3.0
Seth Baczynski,Mike Pierce,0,4.0,17.78,1.1498973305954825,0.45999999999999996,-2.19,-11.0,-26.0,0.7800000000000002,-23.0,-11.0,0.6000000000000001,3.0,7.0,0.0,0.0,0.0,-3.0
Yaotzin Meza,Chad Mendes,0,5.0,7.619999999999976,-4.2354551676933605,-1.3499999999999999,-3.07,-8.0,-35.0,-0.73,-82.0,-3.0,1.0999999999999999,3.0,6.0,0.0,0.0,0.0,-7.0
Rousimar Palhares,Hector Lombard,0,0.0,-2.539999999999992,2.0643394934976045,-1.27,2.24,5.0,-3.0,-1.31,-77.0,6.0,3.5999999999999996,-15.0,-2.0,-1.0,0.0,0.0,0.0
Robert Whittaker,Brad Scott,1,-3.0,-2.539999999999992,1.4893908281998631,0.9499999999999997,0.53,1.0,24.0,-0.9199999999999995,19.0,3.0,-0.7,14.0,1.0,0.0,0.0,0.0,12.0
Ross Pearson,George Sotiropoulos,1,-2.0,-5.0800000000000125,7.216974674880219,1.0700000000000003,-1.5799999999999998,13.0,4.0,1.5699999999999998,22.0,-5.0,-1.6,6.0,9.0,0.0,0.0,0.0,15.0
Nam Phan,Dennis Siver,0,0.0,0.0,4.161533196440794,0.6499999999999995,-0.69,5.0,-14.0,3.88,-5.0,-6.0,-0.09999999999999998,-2.0,6.0,0.0,0.0,0.0,-13.0
Abel Trujillo,Marcus LeVesseur,1,0.0,-2.539999999999992,1.1718001368925393,0.10000000000000009,-1.71,-23.0,9.0,-1.3900000000000001,-43.0,22.0,-0.19999999999999996,-7.0,1.0,0.0,0.0,0.0,8.0
Daron Cruickshank,Henry Martinez,1,3.0,2.539999999999992,1.8453114305270362,0.08999999999999986,2.04,13.0,41.0,-1.0299999999999998,-20.0,-3.0,0.2,9.0,6.0,0.0,0.0,0.0,10.0
Joe Proctor,Ramsey Nijem,0,-3.0,-2.539999999999992,-2.642026009582478,0.3400000000000003,-5.32,-8.0,-62.0,2.31,15.0,-3.0,0.7,2.0,-1.0,0.0,0.0,0.0,-2.0
Mike Easton,Raphael Assuncao,0,4.0,2.5400000000000205,1.5195071868583163,0.2899999999999996,-0.8999999999999999,-5.0,-17.0,1.7800000000000002,-12.0,-5.0,-0.2,-15.0,-4.0,0.0,0.0,0.0,-12.0
Jeremy Stephens,Yves Edwards,0,-2.0,0.0,9.648186173853524,0.2599999999999998,0.3999999999999999,-2.0,-15.0,0.71,-4.0,-8.0,-0.29999999999999993,-14.0,-3.0,-1.0,0.0,0.0,13.0
Matt Brown,Mike Swick,1,-2.0,-2.539999999999992,1.5633127994524298,1.4,0.6199999999999999,18.0,-4.0,0.6299999999999999,2.0,1.0,0.7000000000000001,11.0,13.0,0.0,0.0,0.0,15.0
Rory MacDonald,BJ Penn,1,6.0,7.6200000000000045,10.60643394934976,0.9900000000000002,0.5800000000000001,-6.0,-8.0,-0.40000000000000036,14.0,6.0,-0.09999999999999998,3.0,-10.0,-2.0,0.0,0.0,-14.0
Mauricio Rua,Alexander Gustafsson,0,-3.0,-10.159999999999997,-5.138945927446954,-0.4600000000000004,0.47999999999999976,10.0,9.0,-0.7399999999999998,-34.0,3.0,0.29999999999999993,9.0,6.0,1.0,0.0,0.0,6.0
Benson Henderson,Nate Diaz,1,-6.0,-7.6200000000000045,-1.4154688569472964,-1.6400000000000001,1.3499999999999999,0.0,15.0,-1.98,22.0,11.0,-0.5,2.0,-6.0,0.0,0.0,0.0,-13.0
Matthew Riddle,John Maguire,1,7.0,10.159999999999997,2.6584531143052703,1.5999999999999999,0.71,1.0,4.0,0.30000000000000027,12.0,-11.0,-0.6000000000000001,-16.0,-6.0,0.0,0.0,0.0,7.0
Rodrigo Damm,Antonio Carvalho,0,1.0,-5.079999999999984,0.6817248459958932,0.4700000000000002,0.44,7.0,16.0,1.9900000000000002,-20.0,-7.0,0.3,-2.0,3.0,0.0,0.0,0.0,3.0
John Makdessi,Sam Stout,1,-2.0,-2.539999999999992,1.0266940451745379,1.3499999999999996,-0.63,21.0,-38.0,0.07000000000000028,9.0,11.0,-0.1,-2.0,-3.0,-1.0,0.0,0.0,0.0
Cyrille Diabate,Chad Griggs,1,8.0,12.700000000000017,-4.605065023956194,1.3899999999999997,-0.3400000000000001,21.0,17.0,-0.44000000000000017,12.0,14.0,0.2,8.0,7.0,1.0,0.0,0.0,6.0
Alessio Sakara,Patrick Cote,0,-3.0,2.539999999999992,1.5085557837097878,1.15,1.5,-1.0,58.0,-0.41000000000000014,19.0,11.0,-0.2,-4.0,0.0,0.0,0.0,0.0,-6.0
Mark Hominick,Pablo Garza,0,-5.0,-12.699999999999989,-1.1526351813826146,0.71,-0.69,-2.0,41.0,1.4799999999999995,56.0,19.0,-0.4,8.0,8.0,0.0,0.0,0.0,1.0
Mark Bocek,Rafael Dos Anjos,0,5.0,0.0,-3.0061601642710474,-1.1800000000000002,1.6400000000000001,-4.0,1.0,-0.8700000000000001,-25.0,0.0,0.7000000000000001,-20.0,-10.0,0.0,0.0,0.0,-21.0
Francis Carmont,Tom Lawlor,1,4.0,7.6200000000000045,-1.5906913073237507,-0.2799999999999998,-0.6699999999999999,0.0,4.0,-0.7700000000000002,16.0,-1.0,-0.7999999999999999,15.0,6.0,0.0,0.0,0.0,-2.0
Martin Kampmann,Johny Hendricks,0,3.0,7.6200000000000045,-1.404517453798768,-0.27,-1.97,-3.0,-5.0,-0.7100000000000004,15.0,9.0,1.7,2.0,-1.0,0.0,0.0,0.0,-4.0
Carlos Condit,Georges St-Pierre,0,-1.0,7.6200000000000045,2.937713894592745,-0.11999999999999966,-3.5700000000000003,-14.0,-28.0,1.27,-45.0,-17.0,-0.10000000000000009,6.0,12.0,0.0,0.0,0.0,-3.0
Jeff Hougland,Takeya Mizugaki,0,-1.0,0.0,-5.371663244353183,-1.51,-0.6,11.0,-39.0,0.18999999999999995,-70.0,-10.0,1.0,-11.0,-5.0,-2.0,0.0,0.0,-11.0
Zhang Tiequan,Jon Tuck,0,-4.0,-7.6200000000000045,-6.094455852156058,-1.77,1.53,-4.0,25.0,-1.6,25.0,-9.0,2.4,5.0,-1.0,0.0,0.0,0.0,-5.0
Mac Danzig,Takanori Gomi,0,0.0,2.539999999999992,1.2785763175906912,-0.41999999999999993,-0.030000000000000027,7.0,-28.0,-0.08000000000000007,-17.0,-3.0,-0.20000000000000007,-14.0,-2.0,1.0,0.0,0.0,0.0
Dong Hyun Kim,Paulo Thiago,1,2.0,7.6200000000000045,0.810403832991102,0.41000000000000014,1.5100000000000002,10.0,12.0,-0.10000000000000009,8.0,-5.0,-0.6,4.0,-5.0,1.0,0.0,0.0,5.0
Cung Le,Rich Franklin,1,-6.0,-10.159999999999997,-2.3627652292950034,0.2600000000000007,0.06000000000000005,4.0,5.0,0.9100000000000001,25.0,4.0,-0.39999999999999997,-20.0,-4.0,0.0,0.0,0.0,-16.0
